session,roll
8,2
8,7
8,2
8,2
8,2
8,8
8,1
8,9
8,6
8,16
8,4
8,6
8,1
8,10
8,3
8,10
8,11
8,6
8,6
8,8
8,19
8,13
8,2
8,3
8,11
8,12
