data/tyranny-of-dragons-1/sessions/session-01.csv,roll,24,0,2,0,20,4,9.791666666666664,6.93178623865251,3.5,10,13
data/tyranny-of-dragons-1/sessions/session-02.csv,roll,21,0,2,5,18,14,9.571428571428573,5.803823252952202,5,8,14
data/tyranny-of-dragons-1/sessions/session-03.csv,roll,14,0,4,1,17,0,11.071428571428571,7.2068065475704195,8,11,15
data/tyranny-of-dragons-1/sessions/session-04.csv,roll,22,0,1,10,20,7,10.636363636363638,7.967616409885619,5,10,16
data/tyranny-of-dragons-1/sessions/session-05.csv,roll,31,0,1,16,20,23,8.838709677419354,6.42245334888667,4,8,14
data/tyranny-of-dragons-1/sessions/session-06.csv,roll,23,0,1,3,20,6,9.26086956521739,6.3013162768387065,6,8,13
data/tyranny-of-dragons-1/sessions/session-07.csv,roll,18,0,1,15,20,10,12.777777777777777,6.683600486859836,9,15,17
data/tyranny-of-dragons-1/sessions/session-08.csv,roll,26,0,1,6,19,20,6.9230769230769225,5.088182523458802,2,6,10
data/tyranny-of-dragons-1/sessions/session-09.csv,roll,4,0,8,3,18,0,14.5,11.763093571436485,11,16,18
data/tyranny-of-dragons-1/sessions/session-10.csv,roll,11,0,1,0,17,7,8,6.404290894543279,4,7,13
data/tyranny-of-dragons-1/sessions/session-11.csv,roll,10,0,1,0,20,4,11.6,7.960109356152035,5,14.5,15
data/tyranny-of-dragons-1/sessions/session-12.csv,roll,2,0,6,0,8,1,7,6.324555320336759,,,
data/tyranny-of-dragons-1/sessions/session-13.csv,roll,11,0,1,5,14,9,8.636363636363637,5.162815769196754,6,10,12
data/tyranny-of-dragons-1/sessions/session-14.csv,roll,15,0,1,6,17,4,7.0666666666666655,5.616741144355383,3,6,10
data/tyranny-of-dragons-1/sessions/session-01.csv,roll,24,0,2,0,20,4,9.791666666666664,6.93178623865251,3.5,10,13
data/tyranny-of-dragons-1/sessions/session-02.csv,roll,21,0,2,5,18,14,9.571428571428573,5.803823252952202,5,8,14
data/tyranny-of-dragons-1/sessions/session-03.csv,roll,14,0,4,1,17,0,11.071428571428571,7.2068065475704195,8,11,15
data/tyranny-of-dragons-1/sessions/session-04.csv,roll,22,0,1,10,20,7,10.636363636363638,7.967616409885619,5,10,16
data/tyranny-of-dragons-1/sessions/session-05.csv,roll,31,0,1,16,20,23,8.838709677419354,6.42245334888667,4,8,14
data/tyranny-of-dragons-1/sessions/session-06.csv,roll,23,0,1,3,20,6,9.26086956521739,6.3013162768387065,6,8,13
data/tyranny-of-dragons-1/sessions/session-07.csv,roll,18,0,1,15,20,10,12.777777777777777,6.683600486859836,9,15,17
data/tyranny-of-dragons-1/sessions/session-08.csv,roll,26,0,1,6,19,20,6.9230769230769225,5.088182523458802,2,6,10
data/tyranny-of-dragons-1/sessions/session-09.csv,roll,4,0,8,3,18,0,14.5,11.763093571436485,11,16,18
data/tyranny-of-dragons-1/sessions/session-10.csv,roll,11,0,1,0,17,7,8,6.404290894543279,4,7,13
data/tyranny-of-dragons-1/sessions/session-11.csv,roll,10,0,1,0,20,4,11.6,7.960109356152035,5,14.5,15
data/tyranny-of-dragons-1/sessions/session-12.csv,roll,2,0,6,0,8,1,7,6.324555320336759,,,
data/tyranny-of-dragons-1/sessions/session-13.csv,roll,11,0,1,5,14,9,8.636363636363637,5.162815769196754,6,10,12
data/tyranny-of-dragons-1/sessions/session-14.csv,roll,15,0,1,6,17,4,7.0666666666666655,5.616741144355383,3,6,10
