session,roll
1,2
1,2
1,19
1,2
1,20
1,2
1,2
1,14
1,19
1,5
1,12
1,11
1,2
1,12
1,8
1,7
1,5
1,19
1,9
1,12
1,9
1,19
1,11
1,12
