session,roll
5,16
5,15
5,4
5,3
5,7
5,4
5,5
5,15
5,2
5,12
5,8
5,6
5,3
5,17
5,7
5,8
5,1
5,8
5,14
5,3
5,9
5,4
5,6
5,20
5,13
5,11
5,10
5,18
5,2
5,15
5,8
